,Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
7691,2506,Eve,40.0,Female,user166@gmail.com,+234806062844,70000.0,13,2036-01-22,Platinum,Poor
7696,5136,Grace,60.0,Male,user2449@gmail.com,+234805219470,100000.0,14,2036-01-27,Silver,Excellent
7698,8190,Grace,40.0,Male,user1120@gmail.com,+234806134988,50000.0,14,2036-01-29,Bronze,Excellent
7702,6938,Grace,60.0,Male,user3479@gmail.com,+234806067797,30000.0,19,2036-02-02,Platinum,Poor
7705,6328,Alice,30.0,Female,user30@gmail.com,+234802928171,100000.0,11,2036-02-05,Silver,Bad
7707,4683,Hannah,30.0,Female,user3622@gmail.com,+234805284547,70000.0,6,2036-02-07,Gold,Excellent
7708,8872,Eve,50.0,Male,user2815@gmail.com,+234805317620,150000.0,4,2036-02-08,Platinum,Excellent
7713,4790,Bob,18.0,Male,user4868@gmail.com,+234802148250,1000000.0,15,2036-02-13,Bronze,Bad
7715,5512,Frank,30.0,Male,user1183@gmail.com,+234809082815,404993.47896967723,18,2036-02-15,Platinum,Average
7716,5759,Bob,30.0,Male,user4256@gmail.com,Invalid,100000.0,12,2036-02-16,VIP,Average
7718,4688,Grace,30.0,Female,user1204@gmail.com,+234801720800,404993.47896967723,18,2036-02-18,Gold,Good
7727,7127,Alice,50.0,Female,user943@gmail.com,Invalid,70000.0,2,2036-02-27,Gold,Good
7730,6912,Eve,30.0,Female,user4685@gmail.com,+234809531510,70000.0,1,2036-03-01,Gold,Average
7738,2232,Frank,30.0,Female,user1806@gmail.com,+234802030807,100000.0,17,2036-03-09,Gold,Bad
7743,5725,Charlie,25.0,Male,user960@gmail.com,+234805348524,150000.0,12,2036-03-14,Gold,Good
7745,7287,Frank,18.0,Female,user910@gmail.com,+234806585579,50000.0,1,2036-03-16,Silver,Average
7768,9515,Frank,30.0,Male,user1998@gmail.com,+234805832523,100000.0,3,2036-04-08,Gold,Poor
7771,3784,Frank,40.0,Female,user4928@gmail.com,+234801459909,30000.0,14,2036-04-11,VIP,Good
7774,5814,Alice,18.0,Female,user1457@gmail.com,+234809176509,30000.0,17,2036-04-14,Bronze,Good
7777,2403,Bob,25.0,Female,user3894@gmail.com,+234806316156,404993.47896967723,14,2036-04-17,Silver,Average
7778,2426,Charlie,35.0,Female,user132@gmail.com,+234805558588,100000.0,18,2036-04-18,Silver,Excellent
7783,3825,Eve,18.0,Male,user4302@gmail.com,+234804076347,150000.0,12,2036-04-23,Bronze,Good
7789,2789,Bob,60.0,Female,user45@gmail.com,+234802919890,150000.0,12,2036-04-29,Platinum,Poor
7790,4036,Charlie,25.0,Male,user1120@gmail.com,+234809872375,70000.0,4,2036-04-30,Gold,Bad
7800,4406,Charlie,25.0,Female,user501@gmail.com,+234802737470,404993.47896967723,11,2036-05-10,Platinum,Good
7810,2181,Charlie,25.0,Male,user2317@gmail.com,+234807859787,150000.0,6,2036-05-20,Silver,Poor
7815,6844,Eve,25.0,Female,user3590@gmail.com,Invalid,100000.0,12,2036-05-25,Bronze,Average
7822,4239,Frank,60.0,Female,user4282@gmail.com,+234808098623,150000.0,0,2036-06-01,VIP,Excellent
7827,2245,Frank,40.0,Female,user2604@gmail.com,+234804297463,100000.0,8,2036-06-06,Bronze,Excellent
7828,3720,Grace,25.0,Female,user4346@gmail.com,+234804991687,100000.0,18,2036-06-07,VIP,Poor
7834,3801,David,25.0,Male,user2717@gmail.com,+234803298038,70000.0,3,2036-06-13,Bronze,Excellent
7836,9221,Charlie,60.0,Female,user1957@gmail.com,+234807195545,30000.0,17,2036-06-15,Gold,Bad
7837,7502,Frank,30.0,Male,user1507@gmail.com,Invalid,50000.0,11,2036-06-16,Silver,Good
7838,7038,Charlie,60.0,Female,user518@gmail.com,+234805380021,100000.0,11,2036-06-17,VIP,Average
7839,7229,David,40.0,Male,user917@gmail.com,+234809136598,100000.0,14,2036-06-18,Silver,Average
7847,4873,Bob,50.0,Female,user2105@gmail.com,+234802517523,404993.47896967723,4,2036-06-26,Bronze,Good
7849,2186,Alice,50.0,Male,user3031@gmail.com,+234804099590,30000.0,3,2036-06-28,Gold,Average
7857,5830,Alice,50.0,Female,user4331@gmail.com,+234808903420,404993.47896967723,4,2036-07-06,Bronze,Good
7862,9298,Bob,30.0,Male,user3223@gmail.com,+234802167921,50000.0,0,2036-07-11,Platinum,Excellent
7863,5477,Hannah,60.0,Male,user4704@gmail.com,+234805603345,50000.0,2,2036-07-12,VIP,Average
7865,1243,Alice,40.0,Male,user2153@gmail.com,+234802808104,70000.0,7,2036-07-14,Platinum,Good
7876,6829,David,40.0,Female,user1540@gmail.com,Invalid,150000.0,14,2036-07-25,Platinum,Poor
7886,4756,Eve,35.0,Male,user186@gmail.com,+234807199254,50000.0,8,2036-08-04,Bronze,Bad
7890,5218,Hannah,30.0,Male,user2073@gmail.com,+234809384274,70000.0,11,2036-08-08,Gold,Good
7898,3586,David,60.0,Female,user838@gmail.com,+234809407307,30000.0,11,2036-08-16,Platinum,Excellent
7902,6308,Charlie,25.0,Male,user124@gmail.com,+234807633766,1000000.0,16,2036-08-20,VIP,Excellent
7909,9741,Grace,25.0,Female,user3496@gmail.com,+234803096383,1000000.0,8,2036-08-27,Gold,Poor
7915,6854,Bob,30.0,Female,user3565@gmail.com,Invalid,404993.47896967723,13,2036-09-02,Silver,Good
7922,3597,Grace,22.0,Male,user2986@gmail.com,Invalid,404993.47896967723,8,2036-09-09,Gold,Average
7923,1680,David,30.0,Male,user4159@gmail.com,+234808946475,100000.0,3,2036-09-10,Silver,Poor
7925,5298,Eve,30.0,Female,user4360@gmail.com,+234804698870,70000.0,10,2036-09-12,VIP,Bad
7927,8952,Alice,22.0,Female,user401@gmail.com,+234801925462,404993.47896967723,11,2036-09-14,Bronze,Poor
7929,4118,Alice,60.0,Female,user2866@gmail.com,Invalid,1000000.0,4,2036-09-16,Bronze,Bad
7930,1760,Alice,35.0,Female,user427@gmail.com,+234804439864,100000.0,5,2036-09-17,Bronze,Excellent
7934,1364,Bob,18.0,Male,user59@gmail.com,+234803353984,150000.0,2,2036-09-21,VIP,Average
7942,3107,Charlie,60.0,Female,user4330@gmail.com,+234806768633,70000.0,2,2036-09-29,Platinum,Poor
7943,8928,Frank,30.0,Female,user416@gmail.com,+234804743312,70000.0,4,2036-09-30,Silver,Excellent
7948,2559,Bob,35.0,Female,user4669@gmail.com,+234807728116,70000.0,19,2036-10-05,Bronze,Excellent
7949,2741,Charlie,30.0,Female,user684@gmail.com,+234808580802,30000.0,9,2036-10-06,Silver,Poor
7953,2690,Grace,30.0,Female,user128@gmail.com,+234809182733,100000.0,0,2036-10-10,VIP,Poor
7957,5302,Charlie,60.0,Male,user2580@gmail.com,+234803640753,30000.0,12,2036-10-14,VIP,Bad
7961,8928,Eve,18.0,Male,user546@gmail.com,+234809981096,1000000.0,18,2036-10-18,VIP,Good
7964,2597,Frank,30.0,Female,user1559@gmail.com,+234807620511,100000.0,16,2036-10-21,Platinum,Good
7967,9431,David,40.0,Male,user1741@gmail.com,+234806520632,50000.0,8,2036-10-24,Bronze,Good
7969,8432,Frank,30.0,Male,user4043@gmail.com,+234801827255,404993.47896967723,6,2036-10-26,Silver,Bad
7970,9330,David,35.0,Male,user3122@gmail.com,+234803267798,70000.0,11,2036-10-27,VIP,Good
7973,5300,David,30.0,Male,user2601@gmail.com,+234803977861,150000.0,0,2036-10-30,VIP,Bad
7975,8002,Eve,25.0,Male,user4441@gmail.com,+234807643681,50000.0,17,2036-11-01,Gold,Good
7982,1559,Hannah,18.0,Male,user2097@gmail.com,+234805889900,70000.0,14,2036-11-08,Gold,Good
7983,1713,Hannah,18.0,Male,user3943@gmail.com,+234806160675,50000.0,14,2036-11-09,Platinum,Excellent
7984,5593,Eve,40.0,Male,user1284@gmail.com,+234807806415,150000.0,4,2036-11-10,Gold,Bad
7989,1037,Bob,30.0,Female,user4890@gmail.com,+234802809545,100000.0,17,2036-11-15,Gold,Excellent
7991,2832,Frank,30.0,Female,user957@gmail.com,+234805458142,70000.0,16,2036-11-17,Platinum,Average
7992,8600,Eve,18.0,Male,user1828@gmail.com,+234803041833,404993.47896967723,8,2036-11-18,VIP,Good
7994,1432,Alice,22.0,Male,user4496@gmail.com,+234803854200,30000.0,15,2036-11-20,VIP,Bad
8000,8616,Frank,30.0,Male,user2124@gmail.com,+234804091060,100000.0,1,2036-11-26,Bronze,Excellent
8003,1489,Grace,18.0,Female,user4843@gmail.com,+234807979187,1000000.0,11,2036-11-29,Platinum,Average
8009,6121,Eve,35.0,Male,user2311@gmail.com,+234809553639,100000.0,9,2036-12-05,Platinum,Average
8014,5939,Alice,50.0,Male,user2205@gmail.com,+234803898425,70000.0,7,2036-12-10,Platinum,Poor
8017,5529,Eve,35.0,Female,user2793@gmail.com,+234805837855,150000.0,12,2036-12-13,VIP,Good
8028,4219,Grace,60.0,Male,user4201@gmail.com,+234802322576,30000.0,11,2036-12-24,Gold,Average
8030,1636,Charlie,18.0,Female,user4157@gmail.com,+234803712559,50000.0,8,2036-12-26,Gold,Excellent
8031,4775,Bob,18.0,Male,user3365@gmail.com,+234808528435,50000.0,16,2036-12-27,Gold,Excellent
8033,5183,Alice,30.0,Female,user2713@gmail.com,+234802235019,150000.0,13,2036-12-29,VIP,Good
8040,3108,Grace,40.0,Female,user1473@gmail.com,+234809176213,404993.47896967723,11,2037-01-05,Bronze,Poor
8042,7957,Hannah,25.0,Female,user4854@gmail.com,+234807621186,30000.0,8,2037-01-07,Bronze,Bad
8045,4900,Grace,22.0,Male,user2163@gmail.com,+234803057868,70000.0,6,2037-01-10,VIP,Average
8048,5568,Hannah,30.0,Female,user4506@gmail.com,+234804429056,70000.0,6,2037-01-13,Silver,Poor
8052,5112,Bob,30.0,Male,user826@gmail.com,+234802288049,1000000.0,15,2037-01-17,Platinum,Poor
8054,4810,Eve,40.0,Male,user1056@gmail.com,+234801703638,100000.0,18,2037-01-19,Silver,Good
8056,8573,Alice,25.0,Male,user3774@gmail.com,+234805285767,1000000.0,15,2037-01-21,VIP,Good
8075,3496,Grace,40.0,Male,user3622@gmail.com,+234803423712,150000.0,8,2037-02-09,Silver,Bad
8082,2025,Hannah,30.0,Female,user520@gmail.com,+234809336872,50000.0,15,2037-02-16,Platinum,Bad
8083,8785,Grace,40.0,Male,user171@gmail.com,+234801072136,404993.47896967723,3,2037-02-17,Gold,Average
8085,6546,Alice,30.0,Female,user4988@gmail.com,+234809623234,70000.0,15,2037-02-19,Silver,Average
8088,2848,Charlie,50.0,Male,user2912@gmail.com,+234807123422,1000000.0,18,2037-02-22,Silver,Bad
8091,4741,Eve,30.0,Male,user1108@gmail.com,+234807395741,50000.0,18,2037-02-25,Silver,Good
8094,1904,Frank,18.0,Female,user1131@gmail.com,Invalid,404993.47896967723,4,2037-02-28,VIP,Poor
8095,4026,Bob,22.0,Female,user1274@gmail.com,+234808776240,1000000.0,14,2037-03-01,Gold,Excellent
8101,3646,Hannah,30.0,Male,user4118@gmail.com,+234805177812,100000.0,4,2037-03-07,Bronze,Poor
8103,8345,David,35.0,Female,user518@gmail.com,+234809473405,30000.0,9,2037-03-09,Silver,Poor
8106,4872,Alice,18.0,Male,user4079@gmail.com,+234801011517,100000.0,15,2037-03-12,Platinum,Excellent
8114,8641,Alice,60.0,Female,user4311@gmail.com,+234802622867,30000.0,5,2037-03-20,Silver,Bad
8123,6890,David,50.0,Male,user113@gmail.com,+234803523213,150000.0,0,2037-03-29,Gold,Bad
8131,3580,Charlie,30.0,Female,user3372@gmail.com,Invalid,70000.0,10,2037-04-06,Silver,Good
8132,9146,Eve,22.0,Male,user298@gmail.com,+234803877404,100000.0,7,2037-04-07,Bronze,Bad
8135,4138,Frank,30.0,Male,user988@gmail.com,+234801915177,1000000.0,3,2037-04-10,VIP,Average
8137,1777,Hannah,25.0,Female,user3156@gmail.com,+234807684671,50000.0,2,2037-04-12,VIP,Bad
8141,4139,Charlie,30.0,Female,user1147@gmail.com,+234805201660,1000000.0,19,2037-04-16,Platinum,Excellent
8143,7763,Eve,60.0,Male,user4912@gmail.com,Invalid,100000.0,16,2037-04-18,Gold,Good
8144,2986,Eve,22.0,Male,user4587@gmail.com,+234807389423,150000.0,17,2037-04-19,Platinum,Average
8147,3176,Frank,35.0,Male,user3244@gmail.com,Invalid,70000.0,13,2037-04-22,Bronze,Average
8152,8234,Hannah,30.0,Male,user1190@gmail.com,+234804782837,50000.0,8,2037-04-27,Bronze,Excellent
8156,5284,Eve,18.0,Male,user1983@gmail.com,+234805763858,30000.0,8,2037-05-01,Platinum,Excellent
8157,5483,Eve,30.0,Male,user3830@gmail.com,+234801900588,1000000.0,2,2037-05-02,Bronze,Excellent
8161,3464,Charlie,30.0,Female,user4566@gmail.com,+234805400226,50000.0,12,2037-05-06,Gold,Average
8162,5482,David,30.0,Male,user1734@gmail.com,Invalid,150000.0,9,2037-05-07,VIP,Average
8176,4520,Alice,25.0,Male,user3128@gmail.com,+234802830219,50000.0,8,2037-05-21,Gold,Average
8179,5016,David,25.0,Female,user3986@gmail.com,+234801472185,404993.47896967723,17,2037-05-24,Platinum,Excellent
8183,8309,Charlie,30.0,Female,user2750@gmail.com,+234807840391,50000.0,15,2037-05-28,Bronze,Bad
8184,5239,Charlie,60.0,Male,user4955@gmail.com,+234808413824,30000.0,7,2037-05-29,Bronze,Excellent
8186,5150,Alice,30.0,Female,user1735@gmail.com,+234804416740,404993.47896967723,5,2037-05-31,Bronze,Bad
8193,7860,Alice,30.0,Female,user3794@gmail.com,+234808457127,70000.0,19,2037-06-07,Platinum,Bad
8197,2502,Grace,30.0,Female,user1369@gmail.com,+234806515371,50000.0,4,2037-06-11,Platinum,Good
8202,5001,Charlie,25.0,Female,user4557@gmail.com,+234809512938,100000.0,5,2037-06-16,Silver,Good
8213,9661,David,30.0,Male,user3551@gmail.com,+234804707467,100000.0,17,2037-06-27,Gold,Average
8217,2631,Bob,30.0,Female,user1052@gmail.com,+234808022081,1000000.0,15,2037-07-01,Gold,Excellent
8220,7107,Alice,50.0,Female,user4937@gmail.com,+234802528605,50000.0,18,2037-07-04,Bronze,Average
8222,5019,Frank,40.0,Male,user4314@gmail.com,+234805314391,30000.0,17,2037-07-06,Platinum,Good
8223,1929,Bob,22.0,Female,user4361@gmail.com,+234808647276,1000000.0,10,2037-07-07,VIP,Average
8225,6024,Alice,30.0,Male,user835@gmail.com,+234808547814,50000.0,1,2037-07-09,VIP,Average
8228,5729,Eve,40.0,Male,user3057@gmail.com,+234806445180,50000.0,10,2037-07-12,Bronze,Average
8229,8961,Hannah,30.0,Female,user2767@gmail.com,+234803077434,30000.0,15,2037-07-13,Bronze,Poor
8231,7655,Bob,50.0,Female,user2526@gmail.com,+234803489841,100000.0,3,2037-07-15,Bronze,Bad
8232,2184,Bob,50.0,Male,user4797@gmail.com,Invalid,100000.0,10,2037-07-16,VIP,Average
8238,4319,Alice,25.0,Female,user3554@gmail.com,+234802669086,1000000.0,5,2037-07-22,Bronze,Good
8240,2241,Hannah,25.0,Male,user427@gmail.com,+234803059221,1000000.0,18,2037-07-24,Gold,Average
8242,8249,Bob,60.0,Female,user3290@gmail.com,+234804239138,30000.0,17,2037-07-26,Bronze,Poor
8243,4133,David,40.0,Female,user3801@gmail.com,+234804993582,30000.0,4,2037-07-27,Bronze,Bad
8252,7249,Frank,40.0,Male,user4009@gmail.com,+234803248682,70000.0,11,2037-08-05,VIP,Average
8255,2495,Bob,35.0,Male,user3645@gmail.com,+234807663751,30000.0,13,2037-08-08,Platinum,Poor
8261,1710,Eve,18.0,Female,user928@gmail.com,+234802944750,100000.0,3,2037-08-14,Gold,Bad
8264,8188,David,35.0,Female,user694@gmail.com,+234809240637,30000.0,4,2037-08-17,Gold,Excellent
8268,5512,Eve,30.0,Male,user2687@gmail.com,+234803492353,70000.0,18,2037-08-21,Gold,Average
8270,5180,Frank,40.0,Female,user2274@gmail.com,+234807808719,150000.0,1,2037-08-23,Gold,Bad
8272,3515,Frank,40.0,Male,user4987@gmail.com,+234804462617,100000.0,12,2037-08-25,Bronze,Bad
8275,1992,Hannah,30.0,Male,user4775@gmail.com,+234806347255,1000000.0,17,2037-08-28,Gold,Good
8276,5370,Eve,30.0,Male,user947@gmail.com,+234802335348,150000.0,2,2037-08-29,VIP,Bad
8277,2773,Charlie,22.0,Female,user3075@gmail.com,+234808932521,404993.47896967723,12,2037-08-30,Silver,Good
8280,7633,Eve,30.0,Male,user932@gmail.com,+234802748579,30000.0,2,2037-09-02,Platinum,Bad
8282,3373,Hannah,50.0,Female,user5000@gmail.com,+234806747357,100000.0,5,2037-09-04,Silver,Bad
8287,6969,David,25.0,Female,user805@gmail.com,+234801206205,30000.0,16,2037-09-09,Gold,Average
8289,7883,Hannah,30.0,Female,user4312@gmail.com,+234803134433,30000.0,13,2037-09-11,VIP,Poor
8301,4082,Frank,50.0,Male,user1465@gmail.com,+234802871749,1000000.0,12,2037-09-23,Gold,Good
8304,3389,Grace,22.0,Male,user852@gmail.com,+234802822615,1000000.0,17,2037-09-26,Silver,Bad
8305,4553,David,40.0,Male,user3766@gmail.com,+234806233620,404993.47896967723,12,2037-09-27,Bronze,Excellent
8309,3239,Charlie,30.0,Male,user2918@gmail.com,+234802049535,30000.0,8,2037-10-01,VIP,Good
8322,6914,Bob,30.0,Male,user4800@gmail.com,+234807926565,50000.0,8,2037-10-14,Platinum,Bad
8323,5368,David,22.0,Female,user4820@gmail.com,+234806960199,50000.0,6,2037-10-15,Bronze,Good
8327,2146,David,35.0,Male,user5@gmail.com,+234802870990,1000000.0,19,2037-10-19,VIP,Excellent
8338,8192,Charlie,30.0,Male,user2662@gmail.com,+234802463015,50000.0,14,2037-10-30,Silver,Average
8342,8028,David,18.0,Male,user1579@gmail.com,Invalid,70000.0,17,2037-11-03,Silver,Bad
8346,1952,Frank,35.0,Male,user4514@gmail.com,+234806753815,50000.0,18,2037-11-07,Platinum,Good
8352,4231,David,30.0,Female,user2818@gmail.com,+234803909349,150000.0,4,2037-11-13,VIP,Good
8353,3597,Eve,35.0,Male,user3668@gmail.com,Invalid,404993.47896967723,1,2037-11-14,VIP,Excellent
8367,4563,Bob,22.0,Female,user3104@gmail.com,+234805341875,30000.0,1,2037-11-28,Platinum,Average
8371,7182,Hannah,35.0,Female,user1119@gmail.com,+234805156429,50000.0,13,2037-12-02,Bronze,Bad
8376,4629,Alice,30.0,Male,user2907@gmail.com,+234803196464,150000.0,4,2037-12-07,Silver,Good
8378,8364,Hannah,50.0,Male,user1840@gmail.com,+234802118293,30000.0,4,2037-12-09,Silver,Poor
8379,2677,Alice,22.0,Male,user3492@gmail.com,+234803920930,404993.47896967723,9,2037-12-10,Platinum,Good
8381,6873,Grace,60.0,Male,user4809@gmail.com,+234806334131,70000.0,16,2037-12-12,VIP,Bad
8382,3284,Hannah,22.0,Female,user1714@gmail.com,Invalid,100000.0,12,2037-12-13,Platinum,Excellent
8383,6052,Hannah,50.0,Female,user2744@gmail.com,+234807659912,50000.0,4,2037-12-14,Platinum,Excellent
8387,5648,Alice,30.0,Female,user3852@gmail.com,+234808733760,70000.0,19,2037-12-18,Gold,Poor
8389,1694,Hannah,30.0,Female,user672@gmail.com,+234805679612,150000.0,16,2037-12-20,VIP,Bad
8390,8807,Frank,30.0,Male,user2903@gmail.com,+234803675059,100000.0,10,2037-12-21,Bronze,Bad
8396,5218,Frank,30.0,Male,user1629@gmail.com,+234807813183,150000.0,7,2037-12-27,Silver,Bad
8403,3142,Charlie,18.0,Male,user182@gmail.com,+234803687290,50000.0,14,2038-01-03,Bronze,Poor
8406,1253,Eve,25.0,Male,user1836@gmail.com,+234809648402,70000.0,9,2038-01-06,Platinum,Good
8411,7212,Hannah,60.0,Female,user1029@gmail.com,+234801175101,1000000.0,18,2038-01-11,VIP,Good
8412,5637,Eve,25.0,Male,user3802@gmail.com,Invalid,404993.47896967723,19,2038-01-12,Silver,Good
8413,7034,David,50.0,Male,user3644@gmail.com,+234805509628,1000000.0,19,2038-01-13,VIP,Good
8414,9457,Alice,40.0,Male,user43@gmail.com,+234809025718,404993.47896967723,14,2038-01-14,Platinum,Average
8422,6539,Alice,30.0,Female,user2423@gmail.com,+234806802420,70000.0,15,2038-01-22,Silver,Bad
8423,1153,Eve,18.0,Female,user2393@gmail.com,+234806872767,30000.0,17,2038-01-23,Gold,Poor
8424,4593,Bob,25.0,Male,user4058@gmail.com,Invalid,100000.0,8,2038-01-24,VIP,Average
8427,4148,Alice,35.0,Male,user3527@gmail.com,Invalid,100000.0,5,2038-01-27,Silver,Excellent
8428,1768,Bob,30.0,Female,user130@gmail.com,+234803263292,1000000.0,16,2038-01-28,Bronze,Average
8442,2472,Charlie,22.0,Male,user3407@gmail.com,+234806273433,150000.0,0,2038-02-11,VIP,Good
8443,1329,Bob,30.0,Male,user4479@gmail.com,+234805408871,404993.47896967723,15,2038-02-12,Silver,Bad
8445,8032,Frank,35.0,Female,user904@gmail.com,+234807790375,1000000.0,8,2038-02-14,VIP,Poor
8455,9911,Eve,35.0,Male,user449@gmail.com,+234801661376,404993.47896967723,0,2038-02-24,Silver,Good
8456,4235,Eve,25.0,Male,user2500@gmail.com,+234801483461,150000.0,6,2038-02-25,VIP,Poor
8457,5576,Bob,40.0,Male,user2335@gmail.com,+234804696817,150000.0,6,2038-02-26,Gold,Poor
8462,8770,Alice,40.0,Female,user3584@gmail.com,+234809966535,404993.47896967723,9,2038-03-03,VIP,Average
8465,4523,Eve,30.0,Female,user1330@gmail.com,+234806332936,150000.0,5,2038-03-06,Silver,Good
8477,7081,Charlie,50.0,Female,user1633@gmail.com,+234805212351,1000000.0,18,2038-03-18,Bronze,Bad
8479,4772,Charlie,25.0,Female,user978@gmail.com,+234807692202,404993.47896967723,3,2038-03-20,Silver,Poor
8481,5018,Hannah,30.0,Female,user4894@gmail.com,+234807014739,1000000.0,1,2038-03-22,VIP,Poor
8482,2329,Alice,35.0,Male,user161@gmail.com,+234803406873,1000000.0,2,2038-03-23,Bronze,Good
8489,2573,Eve,40.0,Male,user3103@gmail.com,+234806513929,50000.0,8,2038-03-30,Silver,Average
8490,3634,Charlie,30.0,Female,user2691@gmail.com,+234809623329,404993.47896967723,13,2038-03-31,Platinum,Average
8491,3768,Charlie,25.0,Female,user3703@gmail.com,+234801717757,1000000.0,5,2038-04-01,Gold,Bad
8496,6955,Grace,30.0,Male,user474@gmail.com,+234806022637,100000.0,0,2038-04-06,Gold,Poor
8499,8041,David,18.0,Female,user2874@gmail.com,+234806251460,30000.0,4,2038-04-09,VIP,Excellent
8507,2079,Charlie,22.0,Female,user4949@gmail.com,+234806470737,50000.0,14,2038-04-17,Platinum,Excellent
8510,2960,Eve,35.0,Male,user4507@gmail.com,Invalid,150000.0,9,2038-04-20,Gold,Poor
8522,2361,Bob,60.0,Male,user2482@gmail.com,+234803770017,50000.0,7,2038-05-02,Silver,Average
8541,9953,Bob,30.0,Male,user3070@gmail.com,+234801103994,1000000.0,19,2038-05-21,Silver,Average
8542,6794,Frank,35.0,Female,user241@gmail.com,+234809927955,404993.47896967723,15,2038-05-22,Bronze,Poor
8550,1577,Hannah,50.0,Female,user869@gmail.com,+234808237703,50000.0,15,2038-05-30,VIP,Average
8555,1430,David,60.0,Male,user3241@gmail.com,+234805439062,70000.0,5,2038-06-04,VIP,Excellent
8557,6782,Charlie,50.0,Male,user1467@gmail.com,+234807095497,50000.0,17,2038-06-06,VIP,Average
8559,9493,David,60.0,Female,user4531@gmail.com,+234806851084,100000.0,15,2038-06-08,Bronze,Bad
8566,5355,Bob,30.0,Male,user1874@gmail.com,+234801510703,404993.47896967723,8,2038-06-15,Gold,Bad
8568,2538,Grace,35.0,Male,user2550@gmail.com,+234809818613,1000000.0,15,2038-06-17,Platinum,Poor
8577,6263,Charlie,30.0,Male,user1195@gmail.com,+234808084302,70000.0,1,2038-06-26,VIP,Poor
8578,5094,Alice,35.0,Male,user3912@gmail.com,+234807005446,1000000.0,13,2038-06-27,Platinum,Excellent
8581,3892,Bob,30.0,Male,user1725@gmail.com,+234805815085,100000.0,8,2038-06-30,Silver,Poor
8586,6790,David,25.0,Male,user1176@gmail.com,+234807051364,100000.0,9,2038-07-05,Silver,Average
8589,1797,Grace,40.0,Female,user2806@gmail.com,+234804371269,30000.0,6,2038-07-08,VIP,Poor
8590,9209,David,50.0,Male,user274@gmail.com,+234804415556,100000.0,7,2038-07-09,Platinum,Good
8598,2892,Bob,30.0,Female,user2019@gmail.com,+234805886733,30000.0,1,2038-07-17,Platinum,Bad
8602,7032,Frank,30.0,Male,user651@gmail.com,+234804491212,150000.0,17,2038-07-21,VIP,Average
8614,8156,Eve,35.0,Female,user483@gmail.com,+234801554431,50000.0,18,2038-08-02,Gold,Good
8616,7884,Eve,30.0,Female,user2085@gmail.com,+234803377926,100000.0,16,2038-08-04,VIP,Average
8628,7450,Eve,25.0,Female,user1195@gmail.com,+234809321147,50000.0,19,2038-08-16,VIP,Poor
8629,4215,David,30.0,Male,user4678@gmail.com,+234804151522,100000.0,19,2038-08-17,Gold,Average
8630,8825,Eve,40.0,Male,user882@gmail.com,+234804857740,30000.0,9,2038-08-18,Platinum,Excellent
8631,1390,Bob,22.0,Female,user387@gmail.com,+234807058743,50000.0,11,2038-08-19,Platinum,Bad
8635,8634,Charlie,50.0,Male,user1992@gmail.com,+234804511119,150000.0,5,2038-08-23,Gold,Poor
8637,2391,Eve,30.0,Male,user4571@gmail.com,+234808889182,150000.0,17,2038-08-25,Gold,Poor
8642,1731,Bob,30.0,Male,user956@gmail.com,+234805780946,100000.0,15,2038-08-30,Bronze,Excellent
8660,5261,Hannah,40.0,Female,user4278@gmail.com,Invalid,30000.0,16,2038-09-17,Platinum,Excellent
8665,5578,Alice,25.0,Female,user1331@gmail.com,+234801851636,30000.0,2,2038-09-22,Platinum,Poor
8676,9051,Hannah,30.0,Male,user1124@gmail.com,+234804744674,100000.0,1,2038-10-03,VIP,Average
8678,7645,Grace,30.0,Male,user3574@gmail.com,+234807128746,70000.0,19,2038-10-05,Platinum,Average
8682,7030,Grace,50.0,Male,user1796@gmail.com,+234802479816,70000.0,15,2038-10-09,Bronze,Average
8684,8145,Bob,30.0,Female,user2341@gmail.com,+234803889898,150000.0,0,2038-10-11,Silver,Good
8689,9107,David,50.0,Female,user2445@gmail.com,+234803868794,30000.0,12,2038-10-16,VIP,Poor
8703,9904,David,50.0,Male,user272@gmail.com,+234806808886,30000.0,10,2038-10-30,Silver,Excellent
8704,1537,Alice,30.0,Male,user2081@gmail.com,+234805389685,150000.0,0,2038-10-31,Platinum,Bad
8706,1234,Hannah,30.0,Female,user2652@gmail.com,+234809642023,404993.47896967723,14,2038-11-02,Bronze,Poor
8710,8218,Frank,30.0,Male,user4834@gmail.com,+234801497496,1000000.0,0,2038-11-06,Gold,Bad
8723,1901,Alice,60.0,Male,user17@gmail.com,+234801220140,100000.0,19,2038-11-19,VIP,Bad
8728,3198,Charlie,60.0,Male,user4377@gmail.com,Invalid,100000.0,0,2038-11-24,VIP,Poor
8729,3287,Eve,30.0,Male,user7@gmail.com,+234809637994,100000.0,13,2038-11-25,VIP,Poor
8730,5008,Grace,30.0,Female,user1215@gmail.com,+234807245540,100000.0,1,2038-11-26,Bronze,Average
8735,1493,Hannah,25.0,Male,user2523@gmail.com,+234808268147,150000.0,0,2038-12-01,Platinum,Good
8739,2793,Alice,25.0,Male,user2763@gmail.com,+234801440628,100000.0,5,2038-12-05,VIP,Good
8741,1658,David,35.0,Female,user668@gmail.com,+234808800034,100000.0,0,2038-12-07,Gold,Excellent
8748,5190,Grace,60.0,Female,user1246@gmail.com,+234805125484,50000.0,7,2038-12-14,Platinum,Poor
